ADM3_EN,ADM3_PCODE,ADM3_REF,ADM3ALT1_EN,ADM3ALT2_EN,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,AREA_SQKM
Thmei,KH070716,,,,Tuek Chhou,KH0707,Kampot,KH07,Cambodia,KH,67.92499542
Thmei,KH080108,,,,Kandal Stueng,KH0801,Kandal,KH08,Cambodia,KH,6.299736977
Thmei,KH100610,,,,Chetr Borei,KH1006,Kratie,KH10,Cambodia,KH,454.306427
Thmei,KH130403,,,,Kuleaen,KH1304,Preah Vihear,KH13,Cambodia,KH,279.230011
Thmei,KH200211,,,,Kampong Rou,KH2002,Svay Rieng,KH20,Cambodia,KH,39.8676796
Thna Thnong,KH200310,,,,Rumduol,KH2003,Svay Rieng,KH20,Cambodia,KH,29.64835358
Thummoda Ar,KH050712,,,,Samraong Tong,KH0507,Kampong Speu,KH05,Cambodia,KH,53.42237854
Ti Pou,KH060709,,,,Santuk,KH0607,Kampong Thom,KH06,Cambodia,KH,352.4677124
Tien,KH120520,,,,Dangkao,KH1205,Phnom Penh,KH12,Cambodia,KH,5.096967697
Ting Chak,KH160306,,,,Bar Kaev,KH1603,Ratanak Kiri,KH16,Cambodia,KH,47.20359802
Tma Kaev,KH190305,,,,Siem Pang,KH1903,Stung Treng,KH19,Cambodia,KH,375.7972717
Tnaot,KH140408,,,,Kanhchriech,KH1404,Prey Veng,KH14,Cambodia,KH,25.08003807
Tnaot,KH200212,,,,Kampong Rou,KH2002,Svay Rieng,KH20,Cambodia,KH,43.48659134
Tnaot,KH210213,,,,Bati,KH2102,Takeo,KH21,Cambodia,KH,20.31593132
Tnaot Chum,KH060117,,,,Baray,KH0601,Kampong Thom,KH06,Cambodia,KH,60.93855667
Tnaot Chum,KH150311,,,,Krakor,KH1503,Pursat,KH15,Cambodia,KH,168.9237671
Tnoat Chong Srang,KH070209,,,,Banteay Meas,KH0702,Kampot,KH07,Cambodia,KH,47.96598816
Toap Mean,KH050806,,,,Thpong,KH0508,Kampong Speu,KH05,Cambodia,KH,83.09307861
Tong Rong,KH031314,,,,Prey Chhor,KH0313,Kampong Cham,KH03,Cambodia,KH,18.22048759
Tong Tralach,KH031414,,,,Srei Santhor,KH0314,Kampong Cham,KH03,Cambodia,KH,19.71626091
Tonle Basak,KH120101,,,,Chamkar Mon,KH1201,Phnom Penh,KH12,Cambodia,KH,4.560619831
Tonle Bet,KH250714,,,,Tboung Khmum,KH2507,Tboung Khmum,KH25,Cambodia,KH,51.23708344
Tonlung,KH250312,,,,Memot,KH2503,Tboung Khmum,KH25,Cambodia,KH,256.04422
Totung,KH070508,,,,Dang Tong,KH0705,Kampot,KH07,Cambodia,KH,28.02762985
Trab,KH030111,,,,Batheay,KH0301,Kampong Cham,KH03,Cambodia,KH,160.0767975
Trabaek,KH140208,,,,Kamchay Mear,KH1402,Prey Veng,KH14,Cambodia,KH,42.23127747
Trach Tong,KH050509,,,,Odongk,KH0505,Kampong Speu,KH05,Cambodia,KH,45.64683533
Traeng,KH020704,,,,Rotonak Mondol,KH0207,Battambang,KH02,Cambodia,KH,343.7059631
Traeng Trayueng,KH050613,,,,Phnum Sruoch,KH0506,Kampong Speu,KH05,Cambodia,KH,601.4158936
Traeuy Kaoh,KH070805,,,,Kampot,KH0708,Kampot,KH07,Cambodia,KH,21.62299728
Traeuy Sla,KH081015,,,,S'ang,KH0810,Kandal,KH08,Cambodia,KH,49.49202728
Tralach,KH211014,,,,Treang,KH2110,Takeo,KH21,Cambodia,KH,17.98249817
Tram Kak,KH210913,,,,Tram Kak,KH2109,Takeo,KH21,Cambodia,KH,48.21534729
Tram Sasar,KH171203,,,,Srei Snam,KH1712,Siemreap,KH17,Cambodia,KH,88.95352173
Tramaeng,KH070314,,,,Chhuk,KH0703,Kampot,KH07,Cambodia,KH,16.6799221
Tramung,KH250313,,,,Memot,KH2503,Tboung Khmum,KH25,Cambodia,KH,81.945755
Trang,KH021204,,,,Kamrieng,KH0212,Battambang,KH02,Cambodia,KH,51.37995529
Trangel,KH040409,,,,Kampong Leaeng,KH0404,Kampong Chhnang,KH04,Cambodia,KH,36.39891434
Trapeang Bei,KH070313,,,,Chhuk,KH0703,Kampot,KH07,Cambodia,KH,12.67507458
Trapeang Chan,KH040111,,,,Baribour,KH0401,Kampong Chhnang,KH04,Cambodia,KH,38.95059586
Trapeang Chorng,KH150110,,,,Bakan,KH1501,Pursat,KH15,Cambodia,KH,82.86503601
Trapeang Chour,KH050403,,,,Aoral,KH0504,Kampong Speu,KH05,Cambodia,KH,510.1337891
Trapeang Chres,KH160405,,,,Koun Mom,KH1604,Ratanak Kiri,KH16,Cambodia,KH,256.3543396
Trapeang Kong,KH050713,,,,Samraong Tong,KH0507,Kampong Speu,KH05,Cambodia,KH,32.69251633
Trapeang Kor,KH030310,,,,Cheung Prey,KH0303,Kampong Cham,KH03,Cambodia,KH,26.6229496
Trapeang Kraham,KH160406,,,,Koun Mom,KH1604,Ratanak Kiri,KH16,Cambodia,KH,464.6148376
Trapeang Kranhoung,KH210907,,,,Tram Kak,KH2109,Takeo,KH21,Cambodia,KH,46.84545517
Trapeang Krasang,KH120901,,,,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,9.074474335
Trapeang Krasang,KH210214,,,,Bati,KH2102,Takeo,KH21,Cambodia,KH,18.03577423
Trapeang Phleang,KH070309,,,,Chhuk,KH0703,Kampot,KH07,Cambodia,KH,326.6691284
Trapeang Phlong,KH250507,,,,Ponhea Kraek,KH2505,Tboung Khmum,KH25,Cambodia,KH,139.2967682
Trapeang Prasat,KH220506,,,,Trapeang Prasat,KH2205,Oddar Meanchey,KH22,Cambodia,KH,502.2754517
Trapeang Preah,KH031315,,,,Prey Chhor,KH0313,Kampong Cham,KH03,Cambodia,KH,72.74061584
Trapeang Prei,KH220104,,,,Anlong Veaeng,KH2201,Oddar Meanchey,KH22,Cambodia,KH,112.9431229
Trapeang Pring,KH070717,,,,Tuek Chhou,KH0707,Kampot,KH07,Cambodia,KH,43.55634308
Trapeang Pring,KH250106,,,,Dambae,KH2501,Tboung Khmum,KH25,Cambodia,KH,203.182785
Trapeang Reang,KH070407,,,,Chum Kiri,KH0704,Kampot,KH07,Cambodia,KH,28.79144669
Trapeang Ruessei,KH060209,,,,Kampong Svay,KH0602,Kampong Thom,KH06,Cambodia,KH,144.3780823
Trapeang Rung,KH090304,,,,Kaoh Kong,KH0903,Koh Kong,KH09,Cambodia,KH,906.3748779
Trapeang Sab,KH210215,,,,Bati,KH2102,Takeo,KH21,Cambodia,KH,37.03450394
Trapeang Sala Khang Kaeut,KH070210,,,,Banteay Meas,KH0702,Kampot,KH07,Cambodia,KH,21.76398277
Trapeang Sala Khang Lech,KH070211,,,,Banteay Meas,KH0702,Kampot,KH07,Cambodia,KH,16.53227043
Trapeang Sangkae,KH070718,,,,Tuek Chhou,KH0707,Kampot,KH07,Cambodia,KH,13.35381222
Trapeang Sdau,KH200415,,,,Romeas Haek,KH2004,Svay Rieng,KH20,Cambodia,KH,56.0271492
Trapeang Srae,KH140508,,,,Me Sang,KH1405,Prey Veng,KH14,Cambodia,KH,43.21638107
Trapeang Tav,KH220103,,,,Anlong Veaeng,KH2201,Oddar Meanchey,KH22,Cambodia,KH,340.4361572
Trapeang Thum,KH070719,,,,Tuek Chhou,KH0707,Kampot,KH07,Cambodia,KH,3.160384417
Trapeang Thum,KH170909,,,,Prasat Bakong,KH1709,Siemreap,KH17,Cambodia,KH,28.21818924
Trapeang Thum Khang Cheung,KH210914,,,,Tram Kak,KH2109,Takeo,KH21,Cambodia,KH,27.00195122
Trapeang Thum Khang Tboung,KH210915,,,,Tram Kak,KH2109,Takeo,KH21,Cambodia,KH,32.64061737
Trapeang Veaeng,KH080127,,,,Kandal Stueng,KH0801,Kandal,KH08,Cambodia,KH,12.30593014
Tras,KH200416,,,,Romeas Haek,KH2004,Svay Rieng,KH20,Cambodia,KH,121.9099121
Trea,KH060813,,,,Stoung,KH0608,Kampong Thom,KH06,Cambodia,KH,118.9370804
Trea,KH080128,,,,Kandal Stueng,KH0801,Kandal,KH08,Cambodia,KH,20.09859085
Trea,KH210711,,,,Samraong,KH2107,Takeo,KH21,Cambodia,KH,27.49263573
Trea,KH250211,,,,Krouch Chhmar,KH2502,Tboung Khmum,KH25,Cambodia,KH,37.45630646
Trean,KH030614,,,,Kampong Siem,KH0306,Kampong Cham,KH03,Cambodia,KH,43.10375595
Treas,KH010807,,,,Svay Chek,KH0108,Banteay Meanchey,KH01,Cambodia,KH,163.3897552
Trei Nhoar,KH170715,,,,Puok,KH1707,Siemreap,KH17,Cambodia,KH,54.59090042
Triek,KH250314,,,,Memot,KH2503,Tboung Khmum,KH25,Cambodia,KH,36.93057251
Triel,KH060118,,,,Baray,KH0601,Kampong Thom,KH06,Cambodia,KH,160.4312286
Tuek Chour,KH010408,,,,Preah Netr Preah,KH0104,Banteay Meanchey,KH01,Cambodia,KH,77.01039886
Tuek Chrov,KH250107,,,,Dambae,KH2501,Tboung Khmum,KH25,Cambodia,KH,82.6344986
Tuek Hout,KH040613,,,,Rolea B'ier,KH0406,Kampong Chhnang,KH04,Cambodia,KH,47.51786041
Tuek Khleang,KH080615,,,,Lvea Aem,KH0806,Kandal,KH08,Cambodia,KH,11.6754427
Tuek Kraham,KH130302,,,,Choam Ksant,KH1303,Preah Vihear,KH13,Cambodia,KH,204.4859924
Tuek L'ak,KH050312,Tuek Lak,,,Kong Pisei,KH0503,Kampong Speu,KH05,Cambodia,KH,15.71882725
Tuek L'ak,KH180211,Tuek Lak,,,Prey Nob,KH1802,Preah Sihanouk,KH18,Cambodia,KH,35.4620285
Tuek L'ak Ti Bei,KH120406,Tuek Lak Ti Bei,,,Tuol Kouk,KH1204,Phnom Penh,KH12,Cambodia,KH,1.085209846
Tuek L'ak Ti Muoy,KH120404,Tuek Lak Ti Muoy,,,Tuol Kouk,KH1204,Phnom Penh,KH12,Cambodia,KH,0.830697894
Tuek L'ak Ti Pir,KH120405,Tuek Lak Ti Pir,,,Tuol Kouk,KH1204,Phnom Penh,KH12,Cambodia,KH,0.389050394
Tuek Thla,KH010608,,,,Serei Saophoan,KH0106,Banteay Meanchey,KH01,Cambodia,KH,51.1779747
Tuek Thla,KH120802,,,,Saensokh,KH1208,Phnom Penh,KH12,Cambodia,KH,6.897627354
Tuek Thla,KH141311,,,,Svay Antor,KH1413,Prey Veng,KH14,Cambodia,KH,37.29167175
Tuek Thla,KH180212,,,,Prey Nob,KH1802,Preah Sihanouk,KH18,Cambodia,KH,72.11794281
Tuek Vil,KH081016,,,,S'ang,KH0810,Kandal,KH08,Cambodia,KH,21.30631447
Tuek Vil,KH171013,,,,Siem Reap,KH1710,Siemreap,KH17,Cambodia,KH,45.08647156
Tuk Meas Khang Kaeut,KH070212,,,,Banteay Meas,KH0702,Kampot,KH07,Cambodia,KH,27.64558601
Tuk Meas Khang Lech,KH070213,,,,Banteay Meas,KH0702,Kampot,KH07,Cambodia,KH,34.78416061
Tum Ring,KH060609,,,,Sandan,KH0606,Kampong Thom,KH06,Cambodia,KH,448.3845825
Tumnob,KH030112,,,,Batheay,KH0301,Kampong Cham,KH03,Cambodia,KH,18.94589043
Tumnob Dach,KH220505,,,,Trapeang Prasat,KH2205,Oddar Meanchey,KH22,Cambodia,KH,146.5440216
Tumnob Rolok,KH180303,,,,Stueng Hav,KH1803,Preah Sihanouk,KH18,Cambodia,KH,51.55966568
Tumnob Thum,KH080913,,,,Ponhea Lueu,KH0809,Kandal,KH08,Cambodia,KH,26.61344719
Tumnob Tuek,KH120108,,,,Chamkar Mon,KH1201,Phnom Penh,KH12,Cambodia,KH,0.86292237
Tumpoar Meas,KH050714,,,,Samraong Tong,KH0507,Kampong Speu,KH05,Cambodia,KH,173.7362518
Tuol Ampil,KH050111,,,,Basedth,KH0501,Kampong Speu,KH05,Cambodia,KH,24.93351555
Tuol Khpos,KH040808,,,,Tuek Phos,KH0408,Kampong Chhnang,KH04,Cambodia,KH,134.974411
Tuol Kokir,KH090503,,,,Mondol Seima,KH0905,Koh Kong,KH09,Cambodia,KH,71.00370789
Tuol Kreul,KH060407,,,,Prasat Ballangk,KH0604,Kampong Thom,KH06,Cambodia,KH,178.6451874
Tuol Lvea,KH240103,,,,Pailin,KH2401,Pailin,KH24,Cambodia,KH,100.3669662
Tuol Pongro,KH010905,,,,Malai,KH0109,Banteay Meanchey,KH01,Cambodia,KH,160.4914093
Tuol Preah Khleang,KH031513,,,,Stueng Trang,KH0315,Kampong Cham,KH03,Cambodia,KH,77.90671539
Tuol Prech,KH080816,,,,Angk Snuol,KH0808,Kandal,KH08,Cambodia,KH,33.08016968
Tuol Sala,KH050112,,,,Basedth,KH0501,Kampong Speu,KH05,Cambodia,KH,28.35831642
Tuol Sambuor,KH031514,,,,Stueng Trang,KH0315,Kampong Cham,KH03,Cambodia,KH,182.421463
Tuol Sangke,KH120702,,,,Russey Keo,KH1207,Phnom Penh,KH12,Cambodia,KH,2.734128475
Tuol Sdei,KH200110,,,,Chantrea,KH2001,Svay Rieng,KH20,Cambodia,KH,73.32437897
Tuol Snuol,KH250212,,,,Krouch Chhmar,KH2502,Tboung Khmum,KH25,Cambodia,KH,122.5814514
Tuol Souphi,KH250407,,,,Ou Reang Ov,KH2504,Tboung Khmum,KH25,Cambodia,KH,47.06119156
Tuol Svay Prey Ti Muoy,KH120106,,,,Chamkar Mon,KH1201,Phnom Penh,KH12,Cambodia,KH,0.658300519
Tuol Svay Prey Ti Pir,KH120107,,,,Chamkar Mon,KH1201,Phnom Penh,KH12,Cambodia,KH,0.294422925
Tuol Ta Ek,KH020301,,,,Battambang,KH0203,Battambang,KH02,Cambodia,KH,3.702576399
Tuol Totueng,KH180213,,,,Prey Nob,KH1802,Preah Sihanouk,KH18,Cambodia,KH,52.36943436
Tuol Tumpung Ti Muoy,KH120110,,,,Chamkar Mon,KH1201,Phnom Penh,KH12,Cambodia,KH,0.646481037
Tuol Tumpung Ti Pir,KH120109,,,,Chamkar Mon,KH1201,Phnom Penh,KH12,Cambodia,KH,0.390385985
Vaot Ta Muem,KH020810,,,,Sangkae,KH0208,Battambang,KH02,Cambodia,KH,40.63104248
Varin,KH171405,,,,Varin,KH1714,Siemreap,KH17,Cambodia,KH,201.4904633
Veal,KH050313,,,,Kong Pisei,KH0503,Kampong Speu,KH05,Cambodia,KH,27.18185043
Veal,KH150209,,,,Kandieng,KH1502,Pursat,KH15,Cambodia,KH,5.327395916
Veal Mlu,KH250508,,,,Ponhea Kraek,KH2505,Tboung Khmum,KH25,Cambodia,KH,34.21818542
Veal Pon,KH050807,,,,Thpong,KH0508,Kampong Speu,KH05,Cambodia,KH,31.45064735
Veal Pong,KH050510,,,,Odongk,KH0505,Kampong Speu,KH05,Cambodia,KH,53.14505005
Veal Renh,KH180214,,,,Prey Nob,KH1802,Preah Sihanouk,KH18,Cambodia,KH,15.98210621
Veal Sbov,KH121205,,,,Chbar Ampov,KH1212,Phnom Penh,KH12,Cambodia,KH,7.802190304
Veal Vong,KH030504,,,,Kampong Cham,KH0305,Kampong Cham,KH03,Cambodia,KH,3.306101322
Veal Vong,KH120307,,,,Prampir Meakkakra,KH1203,Phnom Penh,KH12,Cambodia,KH,0.894306242
Veang Chas,KH050511,,,,Odongk,KH0505,Kampong Speu,KH05,Cambodia,KH,7.258042336
Veun Sai,KH160910,,,,Veun Sai,KH1609,Ratanak Kiri,KH16,Cambodia,KH,355.0875549
Vihear Luong,KH080914,,,,Ponhea Lueu,KH0809,Kandal,KH08,Cambodia,KH,7.752668858
Vihear Luong,KH250602,,,,Suong,KH2506,Tboung Khmum,KH25,Cambodia,KH,71.54177094
Vihear Suork,KH080318,,,,Khsach Kandal,KH0803,Kandal,KH08,Cambodia,KH,43.1930275
Vihear Thum,KH030615,,,,Kampong Siem,KH0306,Kampong Cham,KH03,Cambodia,KH,34.81689072
Voa Sar,KH050715,,,,Samraong Tong,KH0507,Kampong Speu,KH05,Cambodia,KH,29.1581707
Voadthonak,KH100410,,,,Sambour,KH1004,Kratie,KH10,Cambodia,KH,238.5028229
Voat Angk Khang Cheung,KH070214,,,,Banteay Meas,KH0702,Kampot,KH07,Cambodia,KH,12.70569229
Voat Angk Khang Tboung,KH070215,,,,Banteay Meas,KH0702,Kampot,KH07,Cambodia,KH,19.97323036
Voat Phnum,KH120211,,,,Doun Penh,KH1202,Phnom Penh,KH12,Cambodia,KH,0.622564256
Wat Kor,KH020308,,,,Battambang,KH0203,Battambang,KH02,Cambodia,KH,24.83315468
Ya Tung,KH160707,,,,Ou Ya Dav,KH1607,Ratanak Kiri,KH16,Cambodia,KH,440.5003967
Yea Angk,KH050808,,,,Thpong,KH0508,Kampong Speu,KH05,Cambodia,KH,151.140152
Yeak Laom,KH160203,,,,Ban Lung,KH1602,Ratanak Kiri,KH16,Cambodia,KH,57.21286392
Yeang,KH130305,,,,Choam Ksant,KH1303,Preah Vihear,KH13,Cambodia,KH,679.4727783
Yeang,KH170716,,,,Puok,KH1707,Siemreap,KH17,Cambodia,KH,43.79693222
Yutth Sameakki,KH050512,,,,Odongk,KH0505,Kampong Speu,KH05,Cambodia,KH,36.41724777
